vin,model,mfg_year,fuel_type
NTHSJK2G,Volvo VNL,2023,Electric
DKIGBMQR,Freightliner M2,2014,Diesel
YB7KDI6F,Volvo VNL,2014,CNG
XH597JR6,Ashok Leyland Dost,2022,CNG
E2SRTS8L,Freightliner M2,2008,Electric
1KSJDPBU,Volvo VNL,2006,Electric
FWW8Q31Q,Tata Ultra,2007,CNG
9VQ29F7M,Volvo VNL,2025,Diesel
LV7YJDD5,Freightliner M2,2024,Diesel
5AGG3QIZ,Ashok Leyland Dost,2024,Electric
4RF1AKBB,Tata Ultra,2025,LNG
P482YVG5,Isuzu N-Series,2006,Electric
VDCA4SFF,Freightliner M2,2017,Diesel
NR4WL5SM,Isuzu N-Series,2012,CNG
H1Q9VRCL,Volvo VNL,2023,Diesel
H03L225C,Ashok Leyland Dost,2015,Diesel
0OQDR0YV,Freightliner M2,2005,CNG
HYULCZXJ,Isuzu N-Series,2008,CNG
WT0T0V39,Volvo VNL,2020,Electric
5NT2F4ZQ,Freightliner M2,2022,LNG
456JOJAC,Isuzu N-Series,2025,Electric
E4VTQ8GY,Ashok Leyland Dost,2009,LNG
ORYAHUY3,Tata Ultra,2025,Electric
M09XTBEU,Freightliner M2,2019,Electric
231QGDE6,Ashok Leyland Dost,2008,LNG
GMKIFSMJ,Freightliner M2,2011,Electric
M6QJOOBI,Freightliner M2,2009,CNG
S418LFPY,Freightliner M2,2007,LNG
C4RKEH3O,Ashok Leyland Dost,2006,CNG
08KSLKJT,Tata Ultra,2017,Diesel
NRWCL844,Volvo VNL,2017,LNG
6U5XIZCK,Ashok Leyland Dost,2025,CNG
1FCZDTJV,Volvo VNL,2017,Electric
TGABSSDJ,Tata Ultra,2005,CNG
X9HLTV3C,Freightliner M2,2021,LNG
YKV8LZSX,Volvo VNL,2006,Diesel
AF7V1TDM,Volvo VNL,2010,LNG
6RLYYPZ2,Ashok Leyland Dost,2019,CNG
AB4VIS8Z,Isuzu N-Series,2007,Diesel
LWRUHH3X,Tata Ultra,2009,Electric
RLH5Z925,Ashok Leyland Dost,2009,Electric
988C726C,Freightliner M2,2020,CNG
ZPLX5045,Ashok Leyland Dost,2011,Electric
YR7UW9AZ,Tata Ultra,2021,CNG
MYF7KZJL,Tata Ultra,2014,LNG
75BUILCV,Isuzu N-Series,2011,LNG
C4LSRI31,Volvo VNL,2018,Diesel
MLN9VW1R,Tata Ultra,2010,CNG
UHQQ028P,Volvo VNL,2017,Electric
PXW8IN6G,Tata Ultra,2018,Diesel
I87BTC0G,Isuzu N-Series,2023,Electric
BGLH78PI,Volvo VNL,2007,Diesel
ODM0PJZA,Freightliner M2,2010,CNG
3YQQI0U4,Volvo VNL,2007,LNG
QWUCT2R0,Tata Ultra,2012,LNG
WARCEVH7,Freightliner M2,2021,Electric
VX572SAL,Tata Ultra,2011,CNG
ITSN520Z,Ashok Leyland Dost,2017,LNG
XVF4ZMCT,Isuzu N-Series,2024,Electric
HB6KCNUK,Volvo VNL,2012,Diesel
T6O8BH8U,Volvo VNL,2016,Diesel
WNIID0DS,Tata Ultra,2025,Electric
ANM8XWHJ,Isuzu N-Series,2020,Diesel
1SNUZDCS,Isuzu N-Series,2022,Diesel
TON7Y8ZW,Ashok Leyland Dost,2023,CNG
YQ6X8DXA,Isuzu N-Series,2018,Diesel
CYDLR181,Volvo VNL,2023,CNG
2I7RIZUI,Freightliner M2,2009,Electric
94NEQZSI,Volvo VNL,2008,CNG
J6DM73L3,Ashok Leyland Dost,2006,Electric
90LEQ6EE,Volvo VNL,2007,Diesel
EDIZ93V5,Isuzu N-Series,2021,LNG
YOOKCM2B,Volvo VNL,2009,CNG
UX9J6CRR,Tata Ultra,2016,CNG
ALQFPZMR,Freightliner M2,2020,Electric
TH6RZSAQ,Ashok Leyland Dost,2019,CNG
74VAHNML,Isuzu N-Series,2014,Electric
GDCF5PST,Volvo VNL,2011,LNG
V4F9CA8T,Isuzu N-Series,2006,Electric
1MVKVFPF,Isuzu N-Series,2022,Electric
6DIVHRYD,Tata Ultra,2021,Diesel
78AUVIXP,Isuzu N-Series,2007,Electric
JOEPBJSG,Volvo VNL,2009,LNG
ZD0SMQ3R,Tata Ultra,2019,LNG
EGXXHC61,Freightliner M2,2021,LNG
MKM6HLF4,Volvo VNL,2015,LNG
P09KRZ5Q,Tata Ultra,2005,Electric
EB05BYUE,Isuzu N-Series,2007,Electric
PVS4KN2O,Freightliner M2,2008,LNG
EA0BXUR9,Ashok Leyland Dost,2013,Electric
4V1OX23H,Tata Ultra,2022,CNG
N3M37R6W,Isuzu N-Series,2016,Electric
GHH1NHQ8,Freightliner M2,2008,Diesel
99YEGYP8,Freightliner M2,2021,Electric
8W9P8PCD,Isuzu N-Series,2012,Electric
YJ1M8QKZ,Ashok Leyland Dost,2021,LNG
2C3M1G39,Tata Ultra,2014,LNG
FMMX4MQT,Tata Ultra,2019,CNG
OJFRV446,Isuzu N-Series,2019,CNG
GV1VI4BX,Isuzu N-Series,2017,LNG
5DWEEBAI,Freightliner M2,2009,CNG
7QT1GW5K,Ashok Leyland Dost,2014,LNG
H373OOOS,Volvo VNL,2009,Electric
PUDUK2RI,Tata Ultra,2011,CNG
OL7GK9TH,Tata Ultra,2024,Electric
5BOAFD8G,Isuzu N-Series,2011,Diesel
MKUN04D7,Freightliner M2,2010,Electric
8VGNP8X6,Freightliner M2,2024,Electric
TC2CUWRW,Volvo VNL,2016,LNG
JW7JGGZ7,Ashok Leyland Dost,2023,Electric
W6FESF6P,Tata Ultra,2006,Electric
DZQZXSQE,Ashok Leyland Dost,2012,LNG
HK9GL44J,Freightliner M2,2022,Diesel
G2ZD2YS5,Freightliner M2,2019,CNG
NZZFFBRF,Volvo VNL,2009,LNG
PD95EEL9,Volvo VNL,2018,Electric
X201JWV6,Freightliner M2,2017,LNG
GM3O138S,Freightliner M2,2018,CNG
233B7JJE,Tata Ultra,2017,LNG
76EKWSQU,Isuzu N-Series,2021,Electric
4K7R9MWP,Volvo VNL,2025,Electric
KAXLI597,Tata Ultra,2023,CNG
AY05DABM,Volvo VNL,2008,LNG
W7KWDC9A,Isuzu N-Series,2025,Electric
JHQUEJCP,Tata Ultra,2018,Diesel
SQIN8XO4,Ashok Leyland Dost,2018,Diesel
9UTWVLCR,Volvo VNL,2016,LNG
2NHFEILD,Tata Ultra,2014,CNG
W4I84A9D,Volvo VNL,2007,CNG
MF6DXK5C,Tata Ultra,2015,CNG
4H3ZO2EK,Ashok Leyland Dost,2016,CNG
BK8D4DWJ,Volvo VNL,2007,CNG
KVSRUNZ5,Ashok Leyland Dost,2012,Diesel
DDNK18NY,Ashok Leyland Dost,2012,CNG
HNUW98IV,Volvo VNL,2020,Diesel
L8OWVXME,Freightliner M2,2012,Diesel
SH9IYNEZ,Volvo VNL,2020,LNG
BKWGLRDX,Volvo VNL,2012,Diesel
CWGZRLQF,Isuzu N-Series,2024,LNG
FVI41CAR,Freightliner M2,2014,Electric
ACCVMADZ,Ashok Leyland Dost,2009,CNG
XITZMSVV,Freightliner M2,2019,Diesel
FN9YDWPC,Freightliner M2,2006,Diesel
UQZ7OA3I,Ashok Leyland Dost,2019,CNG
0U9DY4YY,Isuzu N-Series,2005,CNG
NJRCPTPS,Freightliner M2,2020,Diesel
CDCHUHWF,Isuzu N-Series,2008,CNG
79MJ5D2O,Freightliner M2,2019,LNG
7JOO9AO8,Isuzu N-Series,2019,CNG
6XNX6QUD,Volvo VNL,2014,LNG
1SZ84D0E,Freightliner M2,2016,LNG
TFLS7RFM,Ashok Leyland Dost,2010,Electric
IKKDU4WY,Volvo VNL,2016,Electric
K5O4RDO6,Isuzu N-Series,2025,Electric
O4NRJGWJ,Ashok Leyland Dost,2023,CNG
K8Q5TVW8,Ashok Leyland Dost,2008,Electric
9U2H55C5,Isuzu N-Series,2007,LNG
ZUEVMG90,Freightliner M2,2016,Electric
F3DRQOI5,Ashok Leyland Dost,2019,Electric
20VVDN8U,Freightliner M2,2015,CNG
S91NYSVR,Tata Ultra,2019,Electric
R6ZMHM99,Ashok Leyland Dost,2021,LNG
WB8Q4IN7,Volvo VNL,2012,Diesel
5YIDHHGK,Freightliner M2,2021,Electric
8V7OGCKX,Ashok Leyland Dost,2022,LNG
4IWSIF1X,Isuzu N-Series,2016,Diesel
4GYWVZBI,Freightliner M2,2008,CNG
4PI0EQFN,Freightliner M2,2007,LNG
TY1CFR3W,Isuzu N-Series,2019,LNG
UWOZDR4W,Tata Ultra,2005,LNG
E0WXHEYR,Volvo VNL,2024,CNG
Z8T0G55L,Isuzu N-Series,2025,LNG
I95UGQZN,Tata Ultra,2022,CNG
4P2ZCR1J,Volvo VNL,2017,LNG
YUBK2568,Isuzu N-Series,2020,Electric
EJC46J2Q,Ashok Leyland Dost,2025,Diesel
ZZM8OEZF,Freightliner M2,2007,Electric
LORDGIQP,Isuzu N-Series,2017,Diesel
8BXTX4SG,Volvo VNL,2019,LNG
4GIBQZIH,Tata Ultra,2018,CNG
OSR771RP,Ashok Leyland Dost,2006,Electric
05BZOQ2V,Freightliner M2,2011,Diesel
OZ2N7Q6J,Ashok Leyland Dost,2009,LNG
3OSJL75K,Volvo VNL,2014,Diesel
WVAJ7Z6S,Ashok Leyland Dost,2009,Electric
ZH4Q7CG3,Volvo VNL,2009,Electric
4IG4LSX5,Freightliner M2,2017,LNG
S6DS9VH3,Volvo VNL,2009,LNG
6K2UJACL,Volvo VNL,2010,Electric
KV4S1QQK,Ashok Leyland Dost,2022,Electric
5G15U8GF,Freightliner M2,2019,Diesel
GCX9YB51,Volvo VNL,2018,CNG
70OHGE95,Volvo VNL,2016,Electric
D1LIEK2U,Ashok Leyland Dost,2013,Electric
JLSD7TXP,Tata Ultra,2019,LNG
1WTIS6WT,Volvo VNL,2015,Diesel
Z8K5ORDA,Isuzu N-Series,2011,LNG
4Y1P2U3Q,Ashok Leyland Dost,2021,CNG
QS67DYFU,Volvo VNL,2015,LNG
2B84E4L8,Ashok Leyland Dost,2008,LNG
UJVRHOLA,Isuzu N-Series,2006,CNG
COZ494Y8,Isuzu N-Series,2020,CNG
V09U0A88,Ashok Leyland Dost,2024,CNG
IQFCXGZB,Isuzu N-Series,2017,CNG
I4R0YFKU,Ashok Leyland Dost,2025,LNG
W6MU9I7Z,Ashok Leyland Dost,2007,Diesel
7EMBPTQ9,Ashok Leyland Dost,2016,CNG
TZYQVJIU,Freightliner M2,2017,CNG
1TURPHAU,Tata Ultra,2019,CNG
ZSFXD55A,Isuzu N-Series,2005,Electric
F62A3HDI,Freightliner M2,2019,Electric
UX54HOCX,Volvo VNL,2019,LNG
ZGFGEZ1R,Tata Ultra,2015,Electric
9H8KC1IA,Freightliner M2,2005,Diesel
EWQQ0J7A,Isuzu N-Series,2009,LNG
I70QNL4Q,Tata Ultra,2005,LNG
31E1Y4KF,Tata Ultra,2017,LNG
Y1BIIG89,Isuzu N-Series,2011,LNG
EATFFM75,Volvo VNL,2017,Electric
5W3IEA28,Ashok Leyland Dost,2015,Diesel
BZ5YI6XW,Isuzu N-Series,2013,Electric
PY4VTEHF,Volvo VNL,2017,LNG
5H342GZZ,Tata Ultra,2013,Diesel
LBWIJY96,Freightliner M2,2017,CNG
5SS0PLH5,Ashok Leyland Dost,2005,CNG
J8T0ZKVR,Ashok Leyland Dost,2015,LNG
F8BXLJ9V,Tata Ultra,2007,CNG
ZIL1H928,Volvo VNL,2017,Electric
LTIKFI8G,Tata Ultra,2009,Diesel
FZ7LO3QU,Isuzu N-Series,2011,CNG
BLXUU548,Tata Ultra,2018,Diesel
BVD9J5NB,Volvo VNL,2021,CNG
QD2ZJ91D,Tata Ultra,2005,CNG
EBLFSE7N,Ashok Leyland Dost,2024,Diesel
45GLTPTP,Freightliner M2,2025,LNG
8GIVBC36,Isuzu N-Series,2007,Electric
WQ1UAHLZ,Ashok Leyland Dost,2014,Diesel
ALO1UTQU,Tata Ultra,2020,Diesel
3C4RDKG8,Freightliner M2,2018,LNG
NOESR8P5,Isuzu N-Series,2018,Electric
OKF3Y6TR,Volvo VNL,2012,Electric
VRCSPSUB,Freightliner M2,2010,CNG
K24OU3RR,Volvo VNL,2022,Electric
JDYRNGIT,Ashok Leyland Dost,2012,Electric
EDKULY9A,Isuzu N-Series,2017,CNG
0DEN56OW,Tata Ultra,2021,CNG
FGDC47SJ,Tata Ultra,2024,LNG
RBC2OPUQ,Isuzu N-Series,2007,Electric
1AYE0O7Y,Isuzu N-Series,2016,CNG
CGR54LIC,Ashok Leyland Dost,2023,Diesel
U4YQDZ5T,Isuzu N-Series,2011,Electric
8R5907HA,Freightliner M2,2012,LNG
02EOWYP7,Isuzu N-Series,2011,CNG
JLVLSZ1J,Tata Ultra,2016,LNG
K47DUOG0,Volvo VNL,2007,Electric
YPU7O5GS,Freightliner M2,2021,Electric
4R35IJGJ,Volvo VNL,2017,LNG
8Z7MDQ59,Isuzu N-Series,2005,Diesel
TJL29I6L,Tata Ultra,2008,CNG
2NVHXOWY,Volvo VNL,2018,Diesel
9FSCR1QH,Freightliner M2,2023,LNG
B3C1U4P5,Tata Ultra,2022,Diesel
T3JHZUHT,Ashok Leyland Dost,2011,Diesel
15JJNBWO,Ashok Leyland Dost,2006,Diesel
IKCGNDU3,Isuzu N-Series,2011,CNG
EMWXMVRU,Freightliner M2,2012,Diesel
4V4RNYUW,Isuzu N-Series,2024,Electric
MBTCN2MG,Volvo VNL,2007,LNG
MVVEFL60,Freightliner M2,2021,Diesel
RX1ORJNW,Tata Ultra,2009,CNG
35IJ9VOI,Freightliner M2,2020,Diesel
TUIZUT08,Isuzu N-Series,2010,Diesel
617O455E,Volvo VNL,2013,CNG
T1N9CVLI,Tata Ultra,2012,CNG
4XV5VLRY,Tata Ultra,2021,Diesel
R2C4CPZA,Freightliner M2,2007,Electric
O08Q8PKL,Tata Ultra,2016,Diesel
G63UVVCK,Isuzu N-Series,2010,Electric
70JWEKJC,Freightliner M2,2020,LNG
R493QKJP,Volvo VNL,2011,CNG
9JS2Y6NX,Ashok Leyland Dost,2008,LNG
E25K0G4Z,Volvo VNL,2024,LNG
G675T18C,Tata Ultra,2007,Diesel
AUPWWBFT,Tata Ultra,2020,Electric
BUHJ7E1C,Tata Ultra,2006,Diesel
KHM3D308,Volvo VNL,2020,CNG
7DLMXNIV,Tata Ultra,2020,Electric
NJUJIJLW,Freightliner M2,2019,CNG
05VH8JWP,Tata Ultra,2005,LNG
OH5QS0MS,Tata Ultra,2018,LNG
GQKOSINI,Freightliner M2,2016,LNG
7QPFK86Q,Isuzu N-Series,2012,Diesel
MYS0A3RV,Volvo VNL,2019,CNG
3HCJ563K,Tata Ultra,2016,CNG
DRAHEBIB,Ashok Leyland Dost,2022,Electric
FEFY8OO5,Ashok Leyland Dost,2005,Electric
FHDXLXOI,Tata Ultra,2007,Electric
3AQ5C2NA,Freightliner M2,2023,LNG
TP2GT9TK,Tata Ultra,2014,Electric
QZRRYCG6,Tata Ultra,2024,LNG
469OKPEL,Tata Ultra,2014,Diesel
GTXUJXGE,Isuzu N-Series,2024,LNG
M4MQDY6N,Volvo VNL,2018,Electric
M3YLN8DB,Tata Ultra,2022,LNG
H6T0HNC4,Freightliner M2,2015,Electric
UM9NL7SK,Isuzu N-Series,2025,CNG
XW9297SG,Freightliner M2,2016,LNG
H0371493,Isuzu N-Series,2015,Diesel
EDNUFWLE,Ashok Leyland Dost,2021,Diesel
YD09MIIJ,Isuzu N-Series,2011,Electric
BU823VNK,Volvo VNL,2005,Electric
3LL61CPZ,Ashok Leyland Dost,2021,LNG
0G5459UR,Tata Ultra,2021,CNG
CGXVCEAS,Isuzu N-Series,2014,Diesel
G9W8Q0G5,Isuzu N-Series,2016,Electric
NPOXPB15,Isuzu N-Series,2015,LNG
YALU43J4,Ashok Leyland Dost,2005,LNG
QR1O2QHL,Isuzu N-Series,2021,Electric
XRM9LJXN,Isuzu N-Series,2015,LNG
H752CL5S,Tata Ultra,2018,Diesel
YOUV6E9A,Volvo VNL,2013,Diesel
IEVK62DV,Tata Ultra,2005,Diesel
TQY4QGHE,Isuzu N-Series,2014,CNG
7E4MUAZU,Ashok Leyland Dost,2014,Electric
7E04HROI,Ashok Leyland Dost,2016,Diesel
93QKOIMZ,Isuzu N-Series,2005,LNG
Q4SDKO3Y,Tata Ultra,2014,Diesel
RNBAE48J,Volvo VNL,2008,LNG
Z7GVKR4A,Isuzu N-Series,2025,Diesel
6237GQ5B,Volvo VNL,2008,Electric
1HN05L3Z,Freightliner M2,2021,CNG
PYVSKK21,Tata Ultra,2013,Electric
NXY866B5,Isuzu N-Series,2010,LNG
MST1S1DV,Ashok Leyland Dost,2016,Electric
92NSSM2W,Tata Ultra,2020,LNG
SYZLFVPG,Tata Ultra,2006,Diesel
85JJ78WT,Tata Ultra,2017,CNG
DRSNKX2Z,Ashok Leyland Dost,2009,Electric
03AYP0G1,Freightliner M2,2024,Electric
8INZYA3H,Ashok Leyland Dost,2021,LNG
QC6EC97A,Volvo VNL,2021,LNG
C22FUNYN,Volvo VNL,2010,CNG
C49P6F16,Ashok Leyland Dost,2008,CNG
O56MF9H4,Tata Ultra,2019,Diesel
65O6K0DV,Tata Ultra,2024,LNG
CYVINNWR,Ashok Leyland Dost,2010,Diesel
0QVU04YV,Tata Ultra,2025,Electric
YGPG62V6,Volvo VNL,2007,Diesel
ZKH81PZ4,Isuzu N-Series,2007,CNG
3GUQN37U,Isuzu N-Series,2019,LNG
RZ0JG5K1,Tata Ultra,2016,LNG
QIF6J6Y6,Tata Ultra,2011,LNG
1GWONPB6,Volvo VNL,2006,CNG
WA45TGGH,Tata Ultra,2017,LNG
HG4K6S2T,Freightliner M2,2012,LNG
AE986JXB,Isuzu N-Series,2007,Electric
6249GBDU,Freightliner M2,2025,Electric
22Y7FM06,Isuzu N-Series,2007,Diesel
7WXGS7VY,Isuzu N-Series,2024,CNG
NIZ4RYPF,Ashok Leyland Dost,2008,Electric
Q4XA4G04,Isuzu N-Series,2022,Electric
93K4SXGE,Tata Ultra,2015,LNG
H4GF9ISP,Tata Ultra,2006,CNG
C4THZWK8,Freightliner M2,2020,Electric
XGPQPR3C,Tata Ultra,2020,LNG
CSBQMJ1A,Ashok Leyland Dost,2011,Electric
YH0IZKNV,Freightliner M2,2008,Electric
Q4DWAPGD,Isuzu N-Series,2005,LNG
RGR68SHW,Ashok Leyland Dost,2019,LNG
MTK44OD2,Isuzu N-Series,2012,Electric
4YYJGWYN,Ashok Leyland Dost,2018,CNG
LUF3DVLV,Ashok Leyland Dost,2014,CNG
NUIET2S4,Freightliner M2,2017,Diesel
GWVIN3KQ,Tata Ultra,2021,CNG
CGLQN8YR,Isuzu N-Series,2020,LNG
964R90LG,Isuzu N-Series,2006,Electric
S4F9BFFB,Volvo VNL,2006,Electric
0FYZGZAD,Volvo VNL,2006,Diesel
PJQ6SZGD,Tata Ultra,2008,Diesel
ZCQ9DGC9,Isuzu N-Series,2017,Diesel
H334ASEU,Ashok Leyland Dost,2005,Electric
7LOMXITA,Freightliner M2,2013,Electric
96NPNQYI,Freightliner M2,2015,Diesel
JXOMMCO8,Freightliner M2,2010,Diesel
VY6LF9QI,Volvo VNL,2023,Electric
5H0DQLGE,Isuzu N-Series,2008,Electric
JRB07CAX,Isuzu N-Series,2012,CNG
X83JWVD3,Tata Ultra,2015,Electric
XELVRE1O,Isuzu N-Series,2012,CNG
WK5NG817,Volvo VNL,2023,LNG
NHQLDTP1,Freightliner M2,2021,Diesel
TTHOHTAK,Ashok Leyland Dost,2008,LNG
9MIKRNPB,Ashok Leyland Dost,2022,Diesel
JQTSWVG2,Freightliner M2,2024,CNG
HMXQX9YB,Ashok Leyland Dost,2012,LNG
CFES9N2O,Freightliner M2,2022,Electric
6NQ533XW,Ashok Leyland Dost,2019,LNG
DG43GICE,Freightliner M2,2006,Electric
F2RSADOR,Isuzu N-Series,2010,LNG
SYXHDKR2,Isuzu N-Series,2019,LNG
LE8E0GCK,Ashok Leyland Dost,2024,Diesel
1TVK1EPK,Volvo VNL,2012,CNG
SAG4US27,Volvo VNL,2007,CNG
KW6DKMC9,Tata Ultra,2011,LNG
A5LAOKNV,Volvo VNL,2016,LNG
O3TNR1Y4,Volvo VNL,2014,Diesel
2FVB4CCR,Ashok Leyland Dost,2013,CNG
05BYH1A5,Ashok Leyland Dost,2006,Diesel
MLGUWDFH,Volvo VNL,2010,LNG
8F9WI47O,Tata Ultra,2016,Electric
AYD0RJ8A,Ashok Leyland Dost,2015,LNG
O4Y0A0HV,Volvo VNL,2025,LNG
70IA9VBJ,Isuzu N-Series,2008,CNG
I0T0XMX3,Tata Ultra,2014,Diesel
BYPEEZYT,Volvo VNL,2005,Diesel
WVEH00ZO,Volvo VNL,2018,CNG
U765J5QV,Ashok Leyland Dost,2009,LNG
DV2DZ6G1,Tata Ultra,2025,Electric
HZXIBKXX,Tata Ultra,2013,LNG
NP5YPB3Q,Tata Ultra,2009,Electric
MC5GEFMX,Freightliner M2,2025,LNG
107QNCSJ,Tata Ultra,2018,Electric
WLMWBFCL,Isuzu N-Series,2006,LNG
BOR4JXEF,Freightliner M2,2015,Electric
Z16DBK7N,Isuzu N-Series,2006,LNG
62MYYUDD,Ashok Leyland Dost,2009,Diesel
BXIBBCLT,Tata Ultra,2010,LNG
JV4B2QFI,Isuzu N-Series,2011,CNG
9YJX3MTH,Tata Ultra,2023,Electric
WPF771O8,Ashok Leyland Dost,2020,Electric
UHSU6QTD,Volvo VNL,2024,LNG
02KI7K6G,Ashok Leyland Dost,2012,Electric
VCVL5E7K,Tata Ultra,2008,CNG
JVLHAIEH,Freightliner M2,2018,CNG
AN3AEK2S,Volvo VNL,2012,LNG
F5Q9JFXC,Volvo VNL,2018,Electric
ZV4HDZ51,Freightliner M2,2005,CNG
KOGBKXOH,Tata Ultra,2016,Diesel
P2IMHVER,Volvo VNL,2006,Diesel
5UST6OE4,Ashok Leyland Dost,2024,Electric
J4SPH0RB,Ashok Leyland Dost,2010,CNG
N5N0TK3C,Volvo VNL,2015,Electric
U7K3N1E5,Ashok Leyland Dost,2007,LNG
7N13EJB1,Isuzu N-Series,2011,Diesel
R2FAZ58F,Tata Ultra,2024,CNG
4NNRCZDB,Volvo VNL,2017,LNG
B38VNTNZ,Isuzu N-Series,2007,CNG
OZBZDNTQ,Isuzu N-Series,2016,LNG
N81N7XQA,Isuzu N-Series,2018,Diesel
XTB5EG35,Freightliner M2,2013,Electric
YHTHYE1Z,Isuzu N-Series,2011,LNG
B2NGHE2U,Isuzu N-Series,2017,LNG
NK6X22IZ,Isuzu N-Series,2021,Diesel
89LG5R8V,Freightliner M2,2006,Diesel
1HRL3NKL,Ashok Leyland Dost,2005,CNG
0MO412E1,Freightliner M2,2006,LNG
YBUVT01Y,Freightliner M2,2021,CNG
EDC6JEGJ,Freightliner M2,2012,CNG
2I6Q5I4T,Ashok Leyland Dost,2014,LNG
5LT4Q6VS,Volvo VNL,2007,Diesel
XMDYPUL3,Isuzu N-Series,2019,Diesel
SMLDVLM5,Ashok Leyland Dost,2020,Diesel
QL3Y079Z,Ashok Leyland Dost,2009,CNG
WG11POUX,Isuzu N-Series,2006,CNG
5QWN6Q1C,Freightliner M2,2021,Electric
9WN1188X,Freightliner M2,2015,CNG
U3PE9R1K,Freightliner M2,2020,Electric
8I1237E3,Volvo VNL,2006,CNG
AHBB9U22,Freightliner M2,2019,Diesel
CQ0FXFW9,Volvo VNL,2018,LNG
1Y5ZW5T6,Ashok Leyland Dost,2020,LNG
EC7Y6NIL,Isuzu N-Series,2023,LNG
ROJE5LAV,Isuzu N-Series,2021,Electric
EDEWJS94,Ashok Leyland Dost,2023,LNG
M78M1HY3,Tata Ultra,2022,Diesel
6OZLIH7F,Ashok Leyland Dost,2006,Electric
4R3M6TS7,Tata Ultra,2025,Diesel
H7HSG1JP,Ashok Leyland Dost,2014,Diesel
NKBS9QH1,Ashok Leyland Dost,2016,LNG
Z8ALCEFA,Ashok Leyland Dost,2012,Diesel
BXTCXBXI,Ashok Leyland Dost,2008,Electric
I182FFSB,Isuzu N-Series,2022,LNG
QYBYDSVX,Isuzu N-Series,2016,Electric
JOWIUM7C,Freightliner M2,2011,CNG
HRFJH9FN,Freightliner M2,2019,LNG
XC0VHZCO,Freightliner M2,2013,Electric
Q0JBVBDZ,Isuzu N-Series,2014,Electric
49SKWHJ6,Isuzu N-Series,2009,LNG
MPMBRB7L,Tata Ultra,2006,LNG
CEZ18MMW,Ashok Leyland Dost,2011,LNG
GU24JI7H,Tata Ultra,2012,LNG
3LKWUDGP,Freightliner M2,2021,Electric
G4OJVZ2B,Ashok Leyland Dost,2022,LNG
Z082Y4KT,Ashok Leyland Dost,2005,CNG
VEN7I3WA,Ashok Leyland Dost,2015,CNG
32A441PA,Volvo VNL,2024,Electric
QINH97DQ,Freightliner M2,2020,Electric
AUOM9P1X,Volvo VNL,2008,Electric
BAA1YGUY,Tata Ultra,2016,CNG
59BFQ4JP,Freightliner M2,2024,LNG
WYQVKTA8,Freightliner M2,2015,LNG
AE97XYAH,Ashok Leyland Dost,2006,Electric
HEQKVT7U,Freightliner M2,2025,LNG
BWYYUVVH,Ashok Leyland Dost,2017,CNG
LS5P23EB,Isuzu N-Series,2011,Diesel
KUDJUV1I,Volvo VNL,2016,Diesel
4HYSTN4L,Isuzu N-Series,2007,LNG
YXYQNOZ1,Volvo VNL,2020,CNG
FD3OMRGN,Freightliner M2,2017,Diesel
81Z74TLF,Tata Ultra,2010,Diesel
SA2A61CR,Isuzu N-Series,2017,Diesel
HI66LYX8,Freightliner M2,2022,CNG
V8PTJ44M,Freightliner M2,2024,Electric
OPNGPL6M,Freightliner M2,2021,CNG
HI9DU0I4,Volvo VNL,2010,Diesel
3HTSINY0,Freightliner M2,2024,Diesel
MA4XBBGP,Ashok Leyland Dost,2014,CNG
81C3WZTN,Volvo VNL,2023,CNG
IB17DP7H,Ashok Leyland Dost,2024,Electric
6JARVB5Z,Ashok Leyland Dost,2024,Diesel
YI7UP4Y0,Ashok Leyland Dost,2011,Electric
61SYC1CP,Isuzu N-Series,2011,CNG
BJTG88XN,Freightliner M2,2015,Electric
T1LEAO0T,Tata Ultra,2011,CNG
732NEZDY,Ashok Leyland Dost,2005,Diesel
99A0QWWO,Tata Ultra,2022,Electric
P5B30CKC,Volvo VNL,2025,Diesel
IXYSTJWS,Freightliner M2,2008,Diesel
UKASTFK2,Volvo VNL,2009,Electric
XHI22VT9,Ashok Leyland Dost,2023,Electric
G9DMJY4C,Isuzu N-Series,2019,CNG
A5RR6DCU,Ashok Leyland Dost,2009,LNG
894ZQEDY,Tata Ultra,2010,Diesel
PXMDV6ZE,Tata Ultra,2007,Diesel
8F7KWG2S,Tata Ultra,2025,LNG
2AIS3B9A,Isuzu N-Series,2005,CNG
MMA2RIYW,Isuzu N-Series,2019,Electric
LEPNSEOL,Ashok Leyland Dost,2007,CNG
LXICNL9V,Freightliner M2,2016,LNG
B8R6RQ5Z,Freightliner M2,2025,Diesel
64E7JN0M,Isuzu N-Series,2021,Electric
VPK138ZT,Isuzu N-Series,2011,Electric
BW5G2XME,Volvo VNL,2025,LNG
DSNC7EAM,Ashok Leyland Dost,2017,LNG
FLPQ4ZS3,Ashok Leyland Dost,2005,CNG
Y0OTBN85,Tata Ultra,2014,LNG
BO8Y7VCY,Volvo VNL,2014,Diesel
S8YMGP2B,Volvo VNL,2025,LNG
HOXP5F6W,Tata Ultra,2019,LNG
3ZHBEV37,Isuzu N-Series,2012,CNG
MT5WKXJE,Tata Ultra,2021,Electric
18CZYU7I,Volvo VNL,2023,Diesel
S65IKH45,Freightliner M2,2025,LNG
HG56LN9Z,Isuzu N-Series,2006,LNG
9T6FV6UD,Isuzu N-Series,2019,Electric
